RepRapFirmware height map file v2 generated at 2020-11-29 19:39, min error -0.191, max error 0.169, mean 0.032, deviation 0.080
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
23.00,235.00,5.00,186.00,-1.00,30.25,30.00,8,7
 -0.035,  0.046,  0.051,  0.085,  0.095,  0.108,  0.039, -0.085
 -0.005,  0.041,  0.041,  0.122,  0.145,  0.161,  0.100, -0.063
  0.001,  0.034,  0.037,  0.061,  0.119,  0.169,  0.106, -0.060
 -0.090, -0.010,  0.009,  0.087,  0.096,  0.123,  0.100, -0.034
 -0.093, -0.017,  0.017,  0.067,  0.100,  0.104,  0.084, -0.085
 -0.103, -0.033,  0.004,  0.019,  0.082,  0.156,  0.086, -0.091
 -0.120, -0.030,  0.012,  0.041,  0.095,  0.101, -0.032, -0.191
